NAICS_Code,NAICS_Title,NAICS_Description,Hiscox_COB,COB_Group,PL,GL,BOP,Cyber,full_industry_code
325212,Synthetic Rubber Manufacturing ,Ethylene-propylene-nonconjugated diene (EPDM) rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Fluoro rubbers manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Fluorocarbon derivative rubbers manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Isobutylene-isoprene rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Isocyanate rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,"Latex rubber, synthetic, manufacturing",OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Neoprene manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Nitrile rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Nitrile-butadiene rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Nitrile-chloroprene rubbers manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,N-type rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Polyethylene rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Polyisobutylene rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Polyisobutylene-isoprene rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Polymethylene rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Polysulfide rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,"Rubber, synthetic, manufacturing",OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Silicone rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Stereo rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,S-type rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Styrene-butadiene rubber containing less than 50 percent styrene manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Styrene-chloroprene rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Styrene-isoprene rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,"Synthetic rubber (i.e., vulcanizable elastomers) manufacturing",OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Thermosetting vulcanizable elastomers manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Thiol rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Urethane rubber manufacturing,OOA,     ,No,No,No,No,0
325212,Synthetic Rubber Manufacturing ,Vulcanized oils manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Acetate fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Acrylic fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Acrylonitrile fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Anidex fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Casein fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Cellophane film or sheet manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Cellulosic fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Cellulosic filament yarn manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Cellulosic staple fibers manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Cigarette tow, cellulosic fiber, manufacturing",OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Elastomeric fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Fibers and filaments, cellulosic, manufacturing and texturizing",OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Fibers and filaments, noncellulosic, manufacturing and texturizing",OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Fluorocarbon fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Linear esters fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Manmade cellulosic fibers manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Manmade noncellulosic fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Modacrylic fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Nitrocellulose fibers manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Noncellulosic fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Noncellulosic filament yarn manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Noncellulosic staple fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Nylon fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Olefin fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Organic noncellulosic fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Polyester fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Polyethylene terephthalate (PET) fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Polyolefin fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Polyvinyl ester fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Polyvinylidene chloride (i.e., saran) fibers and filaments manufacturing",OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Protein fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Rayon fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Regenerated cellulosic fibers manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Saran (i.e., polyvinylidene chloride) fibers and filaments manufacturing",OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Soybean fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Spandex fiber, filaments, and yarn manufacturing",OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Texturizing cellulosic yarn made in the same establishment,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Texturizing noncellulosic yarn made in the same establishment,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Throwing cellulosic yarn made in the same establishment,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Throwing noncellulosic yarn made in the same establishment,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Triacetate fibers and yarns manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Vinyl fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Vinylidene chloride fiber and filament manufacturing,OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Viscose fibers, bands, strips, and yarn manufacturing",OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Yarn, cellulosic filament, manufacturing",OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Yarn, cellulosic filament, manufacturing and texturizing",OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Yarn, noncellulosic fiber and filament, manufacturing",OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Yarn, noncellulosic fiber and filament, manufacturing and texturizing",OOA,     ,No,No,No,No,0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Zein fibers and filaments manufacturing,OOA,     ,No,No,No,No,0
325311,Nitrogenous Fertilizer Manufacturing ,"Ammonia, anhydrous and aqueous, manufacturing",OOA,     ,No,No,No,No,0
325311,Nitrogenous Fertilizer Manufacturing ,Ammonium nitrate manufacturing,OOA,     ,No,No,No,No,0
325311,Nitrogenous Fertilizer Manufacturing ,Ammonium sulfate manufacturing,OOA,     ,No,No,No,No,0
325311,Nitrogenous Fertilizer Manufacturing ,Anhydrous ammonia manufacturing,OOA,     ,No,No,No,No,0
325311,Nitrogenous Fertilizer Manufacturing ,"Fertilizers, mixed, made in plants producing nitrogenous fertilizer materials",OOA,     ,No,No,No,No,0
325311,Nitrogenous Fertilizer Manufacturing ,"Fertilizers, natural organic (except compost), manufacturing",OOA,     ,No,No,No,No,0
325311,Nitrogenous Fertilizer Manufacturing ,"Fertilizers, of animal waste origin, manufacturing",OOA,     ,No,No,No,No,0
325311,Nitrogenous Fertilizer Manufacturing ,"Fertilizers, of sewage origin, manufacturing",OOA,     ,No,No,No,No,0
325311,Nitrogenous Fertilizer Manufacturing ,Nitric acid manufacturing,OOA,     ,No,No,No,No,0
325311,Nitrogenous Fertilizer Manufacturing ,Nitrogenous fertilizer materials manufacturing,OOA,     ,No,No,No,No,0
325311,Nitrogenous Fertilizer Manufacturing ,"Plant foods, mixed, made in plants producing nitrogenous fertilizer materials",OOA,     ,No,No,No,No,0
325311,Nitrogenous Fertilizer Manufacturing ,Urea manufacturing,OOA,     ,No,No,No,No,0
325312,Phosphatic Fertilizer Manufacturing ,Ammonium phosphates manufacturing,OOA,     ,No,No,No,No,0
325312,Phosphatic Fertilizer Manufacturing ,Defluorinated phosphates manufacturing,OOA,     ,No,No,No,No,0
325312,Phosphatic Fertilizer Manufacturing ,Diammonium phosphates manufacturing,OOA,     ,No,No,No,No,0
325312,Phosphatic Fertilizer Manufacturing ,"Fertilizers, mixed, made in plants producing phosphatic fertilizer materials",OOA,     ,No,No,No,No,0
325312,Phosphatic Fertilizer Manufacturing ,Phosphatic fertilizer materials manufacturing,OOA,     ,No,No,No,No,0
325312,Phosphatic Fertilizer Manufacturing ,Phosphoric acid manufacturing,OOA,     ,No,No,No,No,0
325312,Phosphatic Fertilizer Manufacturing ,"Plant foods, mixed, made in plants producing phosphatic fertilizer materials",OOA,     ,No,No,No,No,0
325312,Phosphatic Fertilizer Manufacturing ,Superphosphates manufacturing,OOA,     ,No,No,No,No,0
325314,Fertilizer (Mixing Only) Manufacturing ,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",OOA,     ,No,No,No,No,0
325314,Fertilizer (Mixing Only) Manufacturing ,Mixing purchased fertilizer materials,OOA,     ,No,No,No,No,0
325314,Fertilizer (Mixing Only) Manufacturing ,Nitrogenous fertilizers made by mixing purchased materials,OOA,     ,No,No,No,No,0
325314,Fertilizer (Mixing Only) Manufacturing ,Phosphatic fertilizers made by mixing purchased materials,OOA,     ,No,No,No,No,0
325314,Fertilizer (Mixing Only) Manufacturing ,Potassic fertilizers made by mixing purchased materials,OOA,     ,No,No,No,No,0
325314,Fertilizer (Mixing Only) Manufacturing ,Potting soil manufacturing,OOA,     ,No,No,No,No,0
325315,Compost Manufacturing,Compost manufacturing,OOA,     ,No,No,No,No,0
325315,Compost Manufacturing,Sewage and animal waste compost manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Ant poisons manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Arsenate insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Arsenite insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Benzene hexachloride (BHC) insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Bordeaux mixture insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Botanical insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Chlordane insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Cholinesterase inhibitors used as insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,DDT (dichlorodiphenyltrichloroethane) insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Defoliants manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,"Dips (i.e., pesticides), cattle and sheep, manufacturing",OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Endrin insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,"Exterminating chemical products (e.g., fungicides, insecticides, pesticides) manufacturing",OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Flea powders or sprays manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Fly sprays manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Fungicides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Herbicides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Household-type insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Lime-sulfur fungicides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Lindane pesticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Malathion insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Methoxychlor insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Moth repellents manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Nicotine insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Organo-phosphate based insecticides manufacturing,OOA,     ,No,No,No,No,0
325320,Pesticide and Other Agricultural Chemical Manufacturing,Parathion insecticides manufacturing,OOA,     ,No,No,No,No,0
